id,path
250,19 20 24 10 15 81 82 16 11 62
261,72 15 81 82 16 11 31 21 33
59,14 10 11 31 21 33
265,34 20 30 10 15 81 82 16 11 62
263,19 20 30 10 15 81 82 16 11 62
260,72 15 81 82 16 11 31 21 26
123,54 2 3 4
24,28 20 24 10 11 27
102,52 10 10 11 47 49
45,14 10 11 31 21 26
103,52 10 10 11 47 48
213,18 60 78 79 75 70 64 7 42
46,14 10 11 31 21 27
47,14 10 11 31 21 22
200,77 78 79 61 8
60,34 20 30 10 15 16 17
141,52 10 55 56 47 48
225,72 15 81 82 16 11 25 32
140,52 10 55 56 47 49
27,19 20 24 10 15 16 17
177,50 65 67 68 17
282,18 2 6 10 15 81 82 16 17
294,50 46 10 10 15 81 82 16 11 7 42
51,28 20 30 10 15 16 17
23,28 20 24 10 11 12
66,38 2 3 4
302,54 2 6 10 15 81 82 16 7 3 53
94,50 46 10 11 43
185,18 2 6 63 69 70 68 66 49
159,1 60 61 11 7 3 8
186,18 2 6 63 69 70 68 66 48
257,29 10 15 81 82 16 11 31 32
189,72 63 69 70 68 66 48
188,72 63 69 70 68 66 49
139,52 10 55 56 51
231,28 20 24 10 15 81 82 16 11 25 32
22,19 20 24 10 11 27
160,1 60 61 11 7 3 35
254,14 10 15 81 82 16 11 12
132,54 2 6 15 16 17
48,23 30 10 15 16 17
93,50 46 10 11 51
65,38 2 3 37
64,38 2 3 36
109,9 10 11 11 11 47 49
110,9 10 11 11 11 47 48
118,45 46 10 10 15 16 17
211,18 2 6 10 60 78 79 75 70 64 7 42
244,29 20 30 10 15 81 82 16 11 25 21 26
245,29 20 30 10 15 81 82 16 11 25 21 22
17,23 24 25 21 26
18,23 24 25 21 22
215,14 10 15 81 82 16 11 25 32
121,54 2 3 36
86,14 10 11 43
291,45 46 10 10 15 81 82 16 11 12
104,44 10 10 11 51
134,45 46 10 55 56 51
25,14 10 11 27
122,54 2 3 53
168,38 2 6 63 64 17
214,38 2 6 15 16 17
221,18 2 6 10 15 81 82 16 11 25 32
271,72 15 81 82 16 11 7 42
296,45 46 10 10 15 81 82 16 11 7 3 8
68,39 2 3 4
268,28 20 30 10 15 81 82 16 11 62
290,45 46 10 10 15 81 82 16 11 62
233,14 10 15 81 82 16 11 25 21 26
258,29 10 15 81 82 16 11 31 21 26
53,34 20 21 22
196,57 67 69 74 75 76
1,1 2 3 4
12,14 10 15 16 17
78,14 10 11 7 42
4,9 10 11 12
183,38 2 6 63 69 70 68 66 48
182,38 2 6 63 69 70 68 66 49
142,44 10 55 56 51
57,9 10 11 31 21 33
131,1 2 6 15 16 17
167,1 2 6 63 64 17
165,18 2 6 10 60 61 4
234,14 10 15 81 82 16 11 25 21 22
67,39 2 3 37
31,29 20 21 22
125,39 2 3 36
195,73 74 75 70 64 17
40,28 20 24 10 11 31 32
43,28 20 24 10 11 31 21 22
153,45 46 55 58 59 17
8,14 10 11 7 13
63,1 2 3 37
269,28 20 30 10 15 81 82 16 11 7 42
289,52 10 10 15 81 82 16 11 62
41,28 20 24 10 11 31 21 26
61,1 2 3 35
42,28 20 24 10 11 31 21 27
62,1 2 3 36
85,9 10 11 43
95,52 10 11 43
277,40 2 6 10 15 81 82 16 11 62
299,39 2 6 10 15 81 82 16 7 42
35,23 24 10 11 31 32
98,50 46 10 10 11 47 49
256,29 10 15 81 82 16 11 62
120,1 2 3 53
145,52 55 56 47 49
208,38 2 6 10 60 78 79 75 80
146,52 55 56 47 48
