id,path
119,5 6 14 15 27 10 8
343,5 12 14 18 55 56 19 57 8
599,22 26 26 14 15 29 10 4
598,22 26 26 14 15 29 10 8
590,11 9 12 28 14 15 29 20
1044,22 58 14 18 55 56 19 15 13 4
96,11 9 28 32 33 31 10 4
766,5 9 26 14 18 55 56 19 15 7 4
544,5 9 43 63 69 70 64 44 68 10 4
95,11 9 28 32 33 31 10 8
543,5 9 43 63 69 70 64 44 68 10 8
932,5 12 14 15 13 4
603,5 9 26 26 26 14 15 29 10 8
785,5 9 43 75 76 44 10 8
584,5 12 28 14 15 29 20
604,5 9 26 26 26 14 15 29 10 4
174,5 9 26 27 27 27 10 4
364,5 9 26 14 18 55 56 19 4
763,5 9 53 14 18 55 56 19 15 7 4
173,5 9 26 27 27 27 10 8
716,22 45 65 66 15 27 73 13 4
634,5 9 53 14 18 55 56 19 15 7 8
102,11 9 30 32 33 34 10 4
279,11 6 14 15 51 52 46 10 4
974,11 9 12 14 15 13 10 8
451,5 6 14 15 29 20
280,11 6 14 15 51 52 46 10 8
975,11 9 12 14 15 13 10 4
16,11 6 14 15 13 10 8
671,22 30 32 33 15 54 10 8
717,22 45 65 66 71 66 46 10 8
15,11 6 14 15 13 10 4
172,5 9 26 27 27 20
670,22 30 32 33 15 54 10 4
500,22 67 63 65 66 15 34 10 4
103,11 9 30 32 33 34 10 8
718,22 45 65 66 71 66 46 10 4
362,11 9 26 14 18 55 56 19 4
276,5 6 14 15 51 52 46 10 8
186,5 9 26 26 26 14 15 27 10 4
275,5 6 14 15 51 52 46 10 4
463,11 9 53 54 62 10 8
781,5 9 43 75 76 44 10 4
930,5 9 35 14 15 13 4
956,22 28 14 15 51 52 13 4
462,11 9 53 54 62 10 4
600,11 9 26 26 26 14 15 29 10 8
735,11 9 12 12 14 15 27 27 20
568,5 9 26 14 65 66 71 15 27 20
601,11 9 26 26 26 14 15 29 10 4
869,5 9 53 53 53 14 15 29 76 44 10 8
111,5 9 35 32 33 15 13 4
868,5 9 53 53 53 14 15 29 76 44 10 4
360,5 9 12 14 18 55 56 19 15 27 10 8
1025,5 9 12 28 14 15 27 27 27 10 4
499,22 67 63 65 66 15 34 10 8
739,5 9 12 12 14 15 27 27 27 10 4
745,5 9 26 26 26 14 15 29 13 4
294,5 9 26 14 15 16 13 4
524,5 9 63 64 44 68 10 8
998,11 9 12 14 32 14 15 13 13 4
525,5 9 63 64 44 68 10 4
893,11 9 75 28 14 15 29 10 8
943,5 12 63 65 66 15 13 4
492,11 9 61 63 64 68 10 4
894,11 9 75 28 14 15 29 10 4
54,5 18 19 15 13 21 10 4
714,5 9 45 65 66 15 27 73 13 4
58,11 17 18 19 25 4
313,5 18 19 15 13 21 10 8
57,11 17 18 19 25 8
725,5 12 74 26 14 65 66 71 66 46 10 8
317,1 2 55 56 19 15 7 4
726,5 12 74 26 14 65 66 71 66 46 10 4
386,5 9 53 14 18 55 56 3 4
834,11 9 77 78 68 60 20
682,5 9 35 32 33 15 33 29 20
724,5 9 26 14 65 66 71 66 46 20
496,11 9 67 63 65 66 15 34 10 4
902,22 59 67 77 14 15 27 10 8
495,11 9 67 63 65 66 15 34 10 8
227,5 18 19 15 16 40 38 20
248,11 9 28 29 48 10 4
653,5 9 45 65 66 15 13 10 8
277,5 6 14 15 51 52 46 20
333,5 9 58 14 18 55 56 3 36
249,11 9 28 29 48 10 8
654,5 9 45 65 66 15 13 10 4
303,11 6 14 15 54 10 8
302,11 6 14 15 54 10 4
232,5 9 43 44 10 4
358,11 9 12 14 18 55 56 19 25 8
233,5 9 43 44 10 8
631,11 9 53 14 18 55 56 19 57 8
335,5 9 58 14 18 55 56 19 57 8
67,5 24 18 19 15 13 4
1020,5 9 12 28 14 15 27 10 8
623,5 6 14 15 16 13 4
315,1 2 55 56 19 57 8
101,22 28 32 33 34 10 4
201,5 9 23 12 13 21 10 8
707,5 9 45 65 66 71 15 27 10 4
602,11 9 26 26 26 14 15 29 70 64 10 4
30,5 18 19 15 13 10 4
548,11 9 28 29 70 64 44 10 8
961,11 24 18 19 15 29 20
616,22 26 14 65 14 15 27 10 8
549,5 9 28 29 70 64 10 4
843,11 9 37 32 33 15 78 10 8
159,5 9 12 14 32 14 15 16 20
391,22 28 32 33 34 10 8
357,11 9 12 14 18 55 56 19 25 4
550,5 9 28 29 70 64 10 8
844,11 9 37 32 33 15 78 10 4
581,11 9 53 14 32 14 15 29 10 8
454,11 9 28 14 15 33 38 10 4
202,5 9 23 12 13 21 10 4
491,11 9 61 63 64 68 10 8
537,11 9 43 63 69 70 64 10 8
1019,5 9 12 28 14 15 27 10 4
128,5 6 14 15 27 27 13 10 8
387,5 9 53 14 18 55 56 3 36
409,11 9 61 62 10 8
536,11 9 43 63 69 70 64 10 4
204,5 24 18 19 15 13 20
129,5 6 14 15 27 27 13 10 4
410,11 9 61 62 10 4
771,5 12 58 14 18 55 56 19 15 13 4
587,5 9 12 28 14 15 29 20
363,5 9 26 14 18 55 56 19 57 8
649,5 9 45 46 10 4
652,5 9 45 65 66 15 13 4
648,5 9 45 46 10 8
4,11 9 10 4
939,5 12 14 65 66 71 15 34 10 8
56,5 24 25 8
938,5 12 14 65 66 71 15 34 10 4
664,22 28 32 33 31 20
954,5 9 28 14 15 51 52 13 4
1015,5 9 12 28 14 15 29 13 4
770,5 12 58 14 18 55 56 19 15 7 8
769,5 12 58 14 18 55 56 19 15 7 4
423,5 9 59 28 32 33 38 10 8
773,5 9 53 54 54 10 4
